source,movie,subtitle_id,line_index,context,masked_line,gold_line,gold_pronoun
IndicDialogue,Ginny Weds Sunny,1956951114,845,"‎-तुम हमारे राजमा खा लो। ‎-तू दे अपना राजमा।
‎नया आइटम बनाया है अपने मेनू के लिए…
‎खाकर बताना कैसा लगा।
‎अरे आंटी, टिंडे तो शानदार बने हैं।
‎अरे, बहुत बढ़िया।",‎गिन्नी? अरे गिन्नी को तो ____ बारे में नहीं पता।,‎गिन्नी? अरे गिन्नी को तो आपके बारे में नहीं पता।,आपके
IndicDialogue,Ginny Weds Sunny,1956951114,853,"‎घटिया।
‎और ये रहे मेरे पचास।
‎अब निशांत तो जाएगा नहीं ‎तो मसूरी  में होटल हम ही बुक कर लेते हैं।
‎अरे मेरे अंकल हैं ना, चड्ढा जी,
‎उनका मसूरी  में होटल है। ‎हम वो बुक कर लेंगे। कोई दिक्कत नहीं है।",‎____ दोनों मसूरी जा रहे हो?,‎तुम दोनों मसूरी जा रहे हो?,तुम
IndicDialogue,Ginny Weds Sunny,1956951114,857,"‎उनका मसूरी  में होटल है। ‎हम वो बुक कर लेंगे। कोई दिक्कत नहीं है।
‎तुम दोनों मसूरी जा रहे हो?
‎दोनों नहीं हम... सारे ही जा रहे हैं, ‎सिर्फ़ निशांत नहीं।
‎बिल्कुल!
‎हमारा बहुत पहले का प्लान था, यार।",‎____ चलेगा?,‎तू चलेगा?,तू
IndicDialogue,Ginny Weds Sunny,1956951114,860,"‎बिल्कुल!
‎हमारा बहुत पहले का प्लान था, यार।
‎तू चलेगा?
‎इतने प्यार से पूछेगी तो मर भी जाऊंगा यार!
‎ये गंदी लाइनें मारना नहीं छोड़ेगा ना तू।","‎____ हाँ बोल दे, अभी के अभी छोड़ दूँगा।","‎तू हाँ बोल दे, अभी के अभी छोड़ दूँगा।",तू
IndicDialogue,Ginny Weds Sunny,1956951114,895,"‎-पता है। ‎-तो गुरुद्वारे में क्यों मना किया फिर?
‎छोड़ ना!
‎यार अब तो हम करीबी दोस्त हो गए हैं, ‎अब तो बता सकती है।
‎अच्छा, ये सही है।
‎ख़ुद ही अपनी तरक्की करता रहता है।","‎देख, मैं जानता हूँ ‎कि ____ बहुत हिम्मत वाली है, गिन्नी।","‎देख, मैं जानता हूँ ‎कि तू बहुत हिम्मत वाली है, गिन्नी।",तू
IndicDialogue,Ginny Weds Sunny,1956951114,935,"‎♪ वाक़िफ तुम्हीं से प्यार के ♪
‎♪ सब काफ़िले तो हैं ♪
‎♪ माना कि मंज़िलें अभी ♪
‎♪ कुछ दूर हैं मगर ♪
‎♪ मिलकर वफ़ा की राह पर ♪",‎♪ हम ____ चले तो हैं ♪,‎♪ हम तुम चले तो हैं ♪,तुम
IndicDialogue,Ginny Weds Sunny,1956951114,959,"‎पहला किस!
‎दस साल पहले था।
‎क्यों तूने भी तो किया होगा किसी को किस?
‎हाँ, मेरी भी हुईं हैं। बहुत चुम्मियाँ हुई हैं मेरी!
‎हाँ पर सुमित जैसा चिपकू कोई नहीं टकरा होगा तुझे।","‎____ बिलकुल चिंता ना कर, गिन्नी।","‎तू बिलकुल चिंता ना कर, गिन्नी।",तू
IndicDialogue,Ginny Weds Sunny,1956951114,961,"‎क्यों तूने भी तो किया होगा किसी को किस?
‎हाँ, मेरी भी हुईं हैं। बहुत चुम्मियाँ हुई हैं मेरी!
‎हाँ पर सुमित जैसा चिपकू कोई नहीं टकरा होगा तुझे।
‎तू बिलकुल चिंता ना कर, गिन्नी।
‎मैं ना बाकी लोगों की तरह नहीं हूँ।","‎शादी के बाद भी पूरी आज़ादी दूंगा तुझे। ‎____ जो करना है, करना तू।","‎शादी के बाद भी पूरी आज़ादी दूंगा तुझे। ‎तुझे जो करना है, करना तू।",तुझे
IndicDialogue,Ginny Weds Sunny,1956951114,962,"‎हाँ, मेरी भी हुईं हैं। बहुत चुम्मियाँ हुई हैं मेरी!
‎हाँ पर सुमित जैसा चिपकू कोई नहीं टकरा होगा तुझे।
‎तू बिलकुल चिंता ना कर, गिन्नी।
‎मैं ना बाकी लोगों की तरह नहीं हूँ।
‎शादी के बाद भी पूरी आज़ादी दूंगा तुझे। ‎तुझे जो करना है, करना तू।",‎____ मुझे आज़ादी देगा? हैं?,‎तू मुझे आज़ादी देगा? हैं?,तू
IndicDialogue,Ginny Weds Sunny,1956951114,970,"‎कभी तो कोई और बात कर लिया कर, ‎शादी के अलावा।
‎पता है, पहले मैं शादी ना इसलिए करना चाहता था ‎ताकि मैं अपना रेस्टोरेंट खोल सकूं।
‎लेकिन अब अगर रेस्टारेंट ना भी खुले ना,
‎तो कोई गम नहीं।
‎क्यों?",‎____ मिल गई ना!,‎तू मिल गई ना!,तू
IndicDialogue,Ginny Weds Sunny,1956951114,971,"‎पता है, पहले मैं शादी ना इसलिए करना चाहता था ‎ताकि मैं अपना रेस्टोरेंट खोल सकूं।
‎लेकिन अब अगर रेस्टारेंट ना भी खुले ना,
‎तो कोई गम नहीं।
‎क्यों?
‎तू मिल गई ना!","‎____ मेरे को बहुत पसंद है गिन्नी, सच में।","‎तू मेरे को बहुत पसंद है गिन्नी, सच में।",तू
IndicDialogue,Ginny Weds Sunny,1956951114,973,"‎तो कोई गम नहीं।
‎क्यों?
‎तू मिल गई ना!
‎तू मेरे को बहुत पसंद है गिन्नी, सच में।
‎शादी कर ले मुझसे। कह रहा हूँ मैं।",‎____ ना मेरी मम्मी से मिलना चाहिए।,‎तुझे ना मेरी मम्मी से मिलना चाहिए।,तुझे
IndicDialogue,Ginny Weds Sunny,1956951114,974,"‎क्यों?
‎तू मिल गई ना!
‎तू मेरे को बहुत पसंद है गिन्नी, सच में।
‎शादी कर ले मुझसे। कह रहा हूँ मैं।
‎तुझे ना मेरी मम्मी से मिलना चाहिए।","‎हाँ, मैं तो तैयार हूं। ‎____ बता, कब आना है।","‎हाँ, मैं तो तैयार हूं। ‎तू बता, कब आना है।",तू
IndicDialogue,Ginny Weds Sunny,1956951114,975,"‎तू मिल गई ना!
‎तू मेरे को बहुत पसंद है गिन्नी, सच में।
‎शादी कर ले मुझसे। कह रहा हूँ मैं।
‎तुझे ना मेरी मम्मी से मिलना चाहिए।
‎हाँ, मैं तो तैयार हूं। ‎तू बता, कब आना है।",‎यार ____ दोनों ही शादी-शादी करते हो।,‎यार तुम दोनों ही शादी-शादी करते हो।,तुम
IndicDialogue,Ginny Weds Sunny,1956951114,982,"‎मैंने तो पहले से तैयारियां भी कर रखी थी।
‎मान्यवर का बंद गला और नूर महल में डेस्टिनेशन वेडिंग।
‎तो अब क्या हो गया?
‎अब जैसी भी हो।
‎तेरे ही साथ हो।","‎____ बता, तुझे कहां करनी है शादी?","‎तू बता, तुझे कहां करनी है शादी?",तू
IndicDialogue,Ginny Weds Sunny,1956951114,987,"‎तू बता, तुझे कहां करनी है शादी?
‎कुछ अलग होना चाहिए।
‎डेस्टिनेशन वेडिंग तो सभी करते हैं।
‎मुझे कुछ अलग चाहिए।
‎ओए-होय मेरी मैगी सॉस,",‎खा जाऊँ ____?,‎खा जाऊँ तुझे?,तुझे
IndicDialogue,Ginny Weds Sunny,1956951114,1018,"‎क्या हुआ है, बताएगा भी?
‎अरे आंटी, आपकी बेटी पागल है, उस निशांत के पीछे। ‎आप मुझे माफ़ करो।
‎ऐसा कुछ नहीं है।
‎उन दोनों की तो बननी ही नहीं है।
‎वो तेरे पास ही वापस आएगी। ‎मैं जानती हूं ना अपनी बेटी को।",‎घंटा जानते हो अपनी बेटी को ____!,‎घंटा जानते हो अपनी बेटी को आप!,आप
IndicDialogue,Ginny Weds Sunny,1956951114,1019,"‎अरे आंटी, आपकी बेटी पागल है, उस निशांत के पीछे। ‎आप मुझे माफ़ करो।
‎ऐसा कुछ नहीं है।
‎उन दोनों की तो बननी ही नहीं है।
‎वो तेरे पास ही वापस आएगी। ‎मैं जानती हूं ना अपनी बेटी को।
‎घंटा जानते हो अपनी बेटी को आप!","‎____ जानते हो, आपकी बेटी गाँजा फूँकती है?","‎आप जानते हो, आपकी बेटी गाँजा फूँकती है?",आप
IndicDialogue,Ginny Weds Sunny,1956951114,1020,"‎ऐसा कुछ नहीं है।
‎उन दोनों की तो बननी ही नहीं है।
‎वो तेरे पास ही वापस आएगी। ‎मैं जानती हूं ना अपनी बेटी को।
‎घंटा जानते हो अपनी बेटी को आप!
‎आप जानते हो, आपकी बेटी गाँजा फूँकती है?",‎और वो सुमित जिसको ____ घर बुला-बुला के पराठे ‎खिलाते हो मक्खन लगाके,‎और वो सुमित जिसको आप घर बुला-बुला के पराठे ‎खिलाते हो मक्खन लगाके,आप
IndicDialogue,Ginny Weds Sunny,1956951114,1027,"‎गिन्नी गांजा नहीं फूंकती।
‎और सुमित तो… उसके भाई की तरह है।
‎गिन्नी ने खुद मुझे उसके और सुमित के पहले किस ‎के बारे में बताया
‎और गाँजा उसने मुझे भी फूंकाया।
‎देखो आंटी, सीधी-सी बात है।",‎____ बेटी का और मेरा पहले से कुछ मेल था नहीं।,‎आपकी बेटी का और मेरा पहले से कुछ मेल था नहीं।,आपकी
IndicDialogue,Ginny Weds Sunny,1956951114,1028,"‎और सुमित तो… उसके भाई की तरह है।
‎गिन्नी ने खुद मुझे उसके और सुमित के पहले किस ‎के बारे में बताया
‎और गाँजा उसने मुझे भी फूंकाया।
‎देखो आंटी, सीधी-सी बात है।
‎आपकी बेटी का और मेरा पहले से कुछ मेल था नहीं।","‎वो दूध है, तो मैं खट्टा नींबू, फट के ना ज़िंदगी का ‎पनीर बन गया, ____ क्यों नहीं समझ रहे मेरी बात?","‎वो दूध है, तो मैं खट्टा नींबू, फट के ना ज़िंदगी का ‎पनीर बन गया, आप क्यों नहीं समझ रहे मेरी बात?",आप
IndicDialogue,Ginny Weds Sunny,1956951114,1031,"‎देखो आंटी, सीधी-सी बात है।
‎आपकी बेटी का और मेरा पहले से कुछ मेल था नहीं।
‎वो दूध है, तो मैं खट्टा नींबू, फट के ना ज़िंदगी का ‎पनीर बन गया, आप क्यों नहीं समझ रहे मेरी बात?
‎हाँ, तो हम पंजाबियों के पास और है ही क्या?
‎एक भावनाएं, एक पनीर!",‎____ बैठ जा मेरी बात सुन।,‎तू बैठ जा मेरी बात सुन।,तू
IndicDialogue,Ginny Weds Sunny,1956951114,1032,"‎आपकी बेटी का और मेरा पहले से कुछ मेल था नहीं।
‎वो दूध है, तो मैं खट्टा नींबू, फट के ना ज़िंदगी का ‎पनीर बन गया, आप क्यों नहीं समझ रहे मेरी बात?
‎हाँ, तो हम पंजाबियों के पास और है ही क्या?
‎एक भावनाएं, एक पनीर!
‎तू बैठ जा मेरी बात सुन।",‎____ ही की बातें सुन-सुनके इस स्टेज तक पहुँच गया हूँ मैं।,‎आप ही की बातें सुन-सुनके इस स्टेज तक पहुँच गया हूँ मैं।,आप
IndicDialogue,Ginny Weds Sunny,1956951114,1033,"‎वो दूध है, तो मैं खट्टा नींबू, फट के ना ज़िंदगी का ‎पनीर बन गया, आप क्यों नहीं समझ रहे मेरी बात?
‎हाँ, तो हम पंजाबियों के पास और है ही क्या?
‎एक भावनाएं, एक पनीर!
‎तू बैठ जा मेरी बात सुन।
‎आप ही की बातें सुन-सुनके इस स्टेज तक पहुँच गया हूँ मैं।","‎____ चढ़ाते गए मुझे चने के झाड़ पे और मैं चढ़ता गया, ‎लेकिन अब बस प्लीज़।","‎आप चढ़ाते गए मुझे चने के झाड़ पे और मैं चढ़ता गया, ‎लेकिन अब बस प्लीज़।",आप
IndicDialogue,Ginny Weds Sunny,1956951114,1037,"‎आप ही की बातें सुन-सुनके इस स्टेज तक पहुँच गया हूँ मैं।
‎आप चढ़ाते गए मुझे चने के झाड़ पे और मैं चढ़ता गया, ‎लेकिन अब बस प्लीज़।
‎इन फ़ीलिंग्स को आगे और बढ़ावा मत दो।
‎इस एडवेंचर को यहीं ख़त्म करो।आपने जितना करना था, ‎उतना कर दिया, अब बहुत है मेरे लिए।
‎शुक्रिया। अब इससे आगे मेरे से भी नहीं होगा। बस।",‎____ बात तो सुन मेरी। सन्नी।,‎तू बात तो सुन मेरी। सन्नी।,तू
IndicDialogue,Ginny Weds Sunny,1956951114,1040,"‎इस एडवेंचर को यहीं ख़त्म करो।आपने जितना करना था, ‎उतना कर दिया, अब बहुत है मेरे लिए।
‎शुक्रिया। अब इससे आगे मेरे से भी नहीं होगा। बस।
‎तू बात तो सुन मेरी। सन्नी।
‎सन्नी।
‎आंटी, गिन्नी है?","‎क्या काम है ____, गिन्नी से?","‎क्या काम है तुझे, गिन्नी से?",तुझे
IndicDialogue,Ginny Weds Sunny,1956951114,1041,"‎शुक्रिया। अब इससे आगे मेरे से भी नहीं होगा। बस।
‎तू बात तो सुन मेरी। सन्नी।
‎सन्नी।
‎आंटी, गिन्नी है?
‎क्या काम है तुझे, गिन्नी से?","‎____ बड़े गुस्से में लग रहे हो, आंटी।","‎आप बड़े गुस्से में लग रहे हो, आंटी।",आप
IndicDialogue,Ginny Weds Sunny,1956951114,1043,"‎सन्नी।
‎आंटी, गिन्नी है?
‎क्या काम है तुझे, गिन्नी से?
‎आप बड़े गुस्से में लग रहे हो, आंटी।
‎कोई दिक्कत है तो बताओ, मैं तलवारें चला दूंगा।","‎____ काम क्या है गिन्नी से, तू पहले ये बता।","‎तुझे काम क्या है गिन्नी से, तू पहले ये बता।",तुझे
IndicDialogue,Ginny Weds Sunny,1956951114,1048,"‎तुझे काम क्या है गिन्नी से, तू पहले ये बता।
‎आंटी काम तो कुछ नहीं है, जी। मैं वो बस... ‎हालत पूछने आया था। फ़ोन नहीं उठा रही है ना वो।
‎क्या किया है तूने ऐसा, ‎जो इतने सालों से तेरा फ़ोन नहीं उठा रही?
‎-आंटी मैं... ‎-चक्कर था तेरा, उसके साथ। चुम्मी ली है तूने उसकी!
‎-नहीं, आंटी। ‎-अब चुप क्यों है, बोल कुछ?","‎-ओ नहीं आंटी, ____ आराम कर लो। ‎-अब गलती से भी मलाई वाले करेले खाने मत आना।","‎-ओ नहीं आंटी, आप आराम कर लो। ‎-अब गलती से भी मलाई वाले करेले खाने मत आना।",आप
IndicDialogue,Ginny Weds Sunny,1956951114,1058,"‎देख जब तू हाँ बोलेगी ना, ‎तब लेके आऊँगा मम्मी-पापा को आंटी से मिलने।
‎तू ये बता, खाना कहाँ खाना है?
‎वहाँ एक ढाबा है, वहीं रुकते हैं।
‎अरे आगे रेडिसन भी आ रहा है, वहां खाते हैं ना?
‎जब हमेशा अपनी चलानी होती है, तो पूछते क्यों हो?","‎अरे, ____ गुस्सा क्यों कर रही है?","‎अरे, तू गुस्सा क्यों कर रही है?",तू
IndicDialogue,Ginny Weds Sunny,1956951114,1059,"‎तू ये बता, खाना कहाँ खाना है?
‎वहाँ एक ढाबा है, वहीं रुकते हैं।
‎अरे आगे रेडिसन भी आ रहा है, वहां खाते हैं ना?
‎जब हमेशा अपनी चलानी होती है, तो पूछते क्यों हो?
‎अरे, तू गुस्सा क्यों कर रही है?",‎____ पता है ना ढाबे का खाना मुझे नहीं समझ आता। ‎पता नहीं कैसे गंदे-गंदे हाथों से बनाते हैं।,‎तुझे पता है ना ढाबे का खाना मुझे नहीं समझ आता। ‎पता नहीं कैसे गंदे-गंदे हाथों से बनाते हैं।,तुझे
IndicDialogue,Ginny Weds Sunny,1956951114,1095,"‎बात करके क्या फ़ायदा, आंटी?
‎मन बना चुकी है वो। ‎मेरे कहने से कुछ बदलने नहीं वाली।
‎बात तो बात करने से बनेगी ना!
‎इतनी जल्दी हार मत मान तू।
‎-सिद्धार्थ! ‎-हाँ जी,भैया।",‎सफ़ेद सीमेंट की बोरी निकाल। ‎इतनी देर से बोल रखा है तुझे। बहरा है ____!,‎सफ़ेद सीमेंट की बोरी निकाल। ‎इतनी देर से बोल रखा है तुझे। बहरा है तू!,तू
IndicDialogue,Ginny Weds Sunny,1956951114,1097,"‎बात तो बात करने से बनेगी ना!
‎इतनी जल्दी हार मत मान तू।
‎-सिद्धार्थ! ‎-हाँ जी,भैया।
‎सफ़ेद सीमेंट की बोरी निकाल। ‎इतनी देर से बोल रखा है तुझे। बहरा है तू!
‎लाया जी!","‎ज़बरदस्ती शादी तो नहीं कर सकता ना, ‎____ बेटी के साथ!","‎ज़बरदस्ती शादी तो नहीं कर सकता ना, ‎आपकी बेटी के साथ!",आपकी
IndicDialogue,Ginny Weds Sunny,1956951114,1098,"‎इतनी जल्दी हार मत मान तू।
‎-सिद्धार्थ! ‎-हाँ जी,भैया।
‎सफ़ेद सीमेंट की बोरी निकाल। ‎इतनी देर से बोल रखा है तुझे। बहरा है तू!
‎लाया जी!
‎ज़बरदस्ती शादी तो नहीं कर सकता ना, ‎आपकी बेटी के साथ!","‎सेठी साहब, ____ ही बोलो ना इसको।","‎सेठी साहब, आप ही बोलो ना इसको।",आप
IndicDialogue,Ginny Weds Sunny,1956951114,1100,"‎सफ़ेद सीमेंट की बोरी निकाल। ‎इतनी देर से बोल रखा है तुझे। बहरा है तू!
‎लाया जी!
‎ज़बरदस्ती शादी तो नहीं कर सकता ना, ‎आपकी बेटी के साथ!
‎सेठी साहब, आप ही बोलो ना इसको।
‎शोभाजी मेरी बात सुनता होता तो बात ही क्या थी।","‎ओ पापा प्लीज़, ____ ना ‎फालतू की बात ना किया करो सबके सामने।","‎ओ पापा प्लीज़, आप ना ‎फालतू की बात ना किया करो सबके सामने।",आप
IndicDialogue,Ginny Weds Sunny,1956951114,1105,"‎ओ पापा प्लीज़, आप ना ‎फालतू की बात ना किया करो सबके सामने।
‎ओ काका, बड़ों का कहा, और आमले का खाया...
‎बाद में ही रास आता है, बेटा।
‎सही।
‎और हम ना सन्नी तेरे भले के लिए कह रहे हैं।","‎ओ बुज़ुर्गों, बहुत भलाई कर ली ____ दोनों ने। अब बस।","‎ओ बुज़ुर्गों, बहुत भलाई कर ली आप दोनों ने। अब बस।",आप
IndicDialogue,Ginny Weds Sunny,1956951114,1110,"‎ओ बुज़ुर्गों, बहुत भलाई कर ली आप दोनों ने। अब बस।
‎इतनी देर से उसके पीछे भाग रहा हूँ।
‎अगर उसको वाकई मुझसे शादी करनी होती, ‎तो वो यहाँ होती, निशांत के साथ नहीं।
‎बात करते हैं।
‎ओए, चल ऊपर।",‎देख रहे हो ____?,‎देख रहे हो आप?,आप
IndicDialogue,Ginny Weds Sunny,1956951114,1112,"‎अगर उसको वाकई मुझसे शादी करनी होती, ‎तो वो यहाँ होती, निशांत के साथ नहीं।
‎बात करते हैं।
‎ओए, चल ऊपर।
‎देख रहे हो आप?
‎क्या करें हम, बोलो?","‎-____ बैठो। ‎-नहीं, मुझे नहीं बैठना।","‎-आप बैठो। ‎-नहीं, मुझे नहीं बैठना।",आप
IndicDialogue,Ginny Weds Sunny,1956951114,1113,"‎बात करते हैं।
‎ओए, चल ऊपर।
‎देख रहे हो आप?
‎क्या करें हम, बोलो?
‎-आप बैठो। ‎-नहीं, मुझे नहीं बैठना।","‎-प्लीज़, मैं ____ माफ़ी मांगता हूँ। बैठिए। ‎-नहीं।","‎-प्लीज़, मैं आपसे माफ़ी मांगता हूँ। बैठिए। ‎-नहीं।",आपसे
IndicDialogue,Ginny Weds Sunny,1956951114,1126,"‎मैडम के लिए सामने से बनाना मिल्कशेक लेके आइयो।
‎इनको लोगों का केला काटने का बड़ा शौक है।
‎बकवास बंद कर। बात करनी है तुझसे कुछ।
‎यार उसने एकदम से प्रपोज़ कर दिया।
‎मैं खुद इतनी हैरान थी, यार।",‎____ भी तो यही चाहती थी ना!,‎तू भी तो यही चाहती थी ना!,तू
IndicDialogue,Ginny Weds Sunny,1956951114,1128,"‎बकवास बंद कर। बात करनी है तुझसे कुछ।
‎यार उसने एकदम से प्रपोज़ कर दिया।
‎मैं खुद इतनी हैरान थी, यार।
‎तू भी तो यही चाहती थी ना!
‎हाँ पर जब मैं चाहती थी, तब तो नहीं किया उसने।","‎अब क्या चाहती है, ____ गिन्नी? बता।","‎अब क्या चाहती है, तू गिन्नी? बता।",तू
IndicDialogue,Ginny Weds Sunny,1956951114,1132,"‎हाँ पर जब मैं चाहती थी, तब तो नहीं किया उसने।
‎अब क्या चाहती है, तू गिन्नी? बता।
‎मैं तेरे साथ रहना चाहती हूँ।
‎-समय बिताना चाहती हूँ। ‎-देख गिन्नी, जब तक ये उलझन बीच में हैं ना...
‎तो हम दोनों समय तो नहीं बिता पायेंगे यार। सच।",‎तो ____ क्या चाहता है?,‎तो तू क्या चाहता है?,तू
IndicDialogue,Ginny Weds Sunny,1956951114,1150,"‎इतना क्या सोच रही हो?
‎उलझन में  हूँ  यार!
‎कब नहीं थी?
‎अच्छा बताओ क्या उलझन है?
‎निशांत को क्या बोलूं?",‎____ करनी है शादी?,‎तुम्हें करनी है शादी?,तुम्हें
IndicDialogue,Ginny Weds Sunny,1956951114,1179,"‎निशांत।
‎तुमने मुझे शादी के लिए प्रपोज़ किया।
‎इतनी दूर तक आए, प्लान बनाया।
‎मुझे बहुत अच्छा लगा।
‎पर अब!",‎मैं अब ____ बारे में पहले जैसा महसूस नहीं करती।,‎मैं अब तुम्हारे बारे में पहले जैसा महसूस नहीं करती।,तुम्हारे
IndicDialogue,Ginny Weds Sunny,1956951114,1211,"‎म्म-हम्म।
‎फिर किससे?
‎है एक लड़का... दोस्त है, अच्छा है।
‎-क्या नाम है? ‎-सतनाम सेठी।
‎सतनाम सेठी, अच्छा।",‎मिली कहाँ ____ उससे? तेरे ऑफ़िस में काम करता है?,‎मिली कहाँ तू उससे? तेरे ऑफ़िस में काम करता है?,तू
IndicDialogue,Ginny Weds Sunny,1956951114,1226,"‎कबसे चक्कर चल रहा है तेरा?
‎डिनर पर बुला रही हूँ कल।
‎खुद पूछ लेना।
‎पूछ ही लेंगे।
‎मम्मी से मिलवा रही हूँ",‎ताकि ____ ये ना लगे कि मैं सीरियस नहीं हूँ।,‎ताकि तुझे ये ना लगे कि मैं सीरियस नहीं हूँ।,तुझे
IndicDialogue,Ginny Weds Sunny,1956951114,1227,"‎डिनर पर बुला रही हूँ कल।
‎खुद पूछ लेना।
‎पूछ ही लेंगे।
‎मम्मी से मिलवा रही हूँ
‎ताकि तुझे ये ना लगे कि मैं सीरियस नहीं हूँ।","‎दो कदम ____ चल,","‎दो कदम तू चल,",तू
IndicDialogue,Ginny Weds Sunny,1956951114,1232,"‎दो कदम तू चल,
‎चार मैं चल लूँगा।
‎मंडप तक पहुंच जाएंगे एक दिन!
‎डिनर पे बुला रही हूँ मैं। सगाई में नहीं।
‎शांति रख।",‎____ मम्मी से मिलवा तो सही एक बार।,‎तू मम्मी से मिलवा तो सही एक बार।,तू
IndicDialogue,Ginny Weds Sunny,1956951114,1238,"‎देख ना सगाई से लेके हनीमून तक ‎सब कुछ सेट कर देंगी वो।
‎-हम्म? ‎-हम्म।
‎-गिन्नी? ‎-हाँ जी।
‎बेटा, ए सी चला दे और डिफ़्यूसर भी लगा दे।
‎करती हूँ, मम्मा।",‎-____ बड़े अच्छे लग रहे हो। ‎-हैं? सच्ची?,‎-आप बड़े अच्छे लग रहे हो। ‎-हैं? सच्ची?,आप
IndicDialogue,Ginny Weds Sunny,1956951114,1239,"‎-हम्म? ‎-हम्म।
‎-गिन्नी? ‎-हाँ जी।
‎बेटा, ए सी चला दे और डिफ़्यूसर भी लगा दे।
‎करती हूँ, मम्मा।
‎-आप बड़े अच्छे लग रहे हो। ‎-हैं? सच्ची?",‎____ देखने नहीं आ रहा है वो।,‎आपको देखने नहीं आ रहा है वो।,आपको
IndicDialogue,Ginny Weds Sunny,1956951114,1265,"‎हैलो।
‎हैलो! आंटी नमस्ते!
‎हाँ, नमस्ते बेटा।
‎वो गिन्नी का फोन आया था ‎वो कह रही थी कल आने को।
‎अरे, वो निशांत टपक गया अपने परिवार के साथ।",‎-क्या? ‎-____ कल ही आ।,‎-क्या? ‎-तू कल ही आ।,तू
IndicDialogue,Ginny Weds Sunny,1956951114,1266,"‎हैलो! आंटी नमस्ते!
‎हाँ, नमस्ते बेटा।
‎वो गिन्नी का फोन आया था ‎वो कह रही थी कल आने को।
‎अरे, वो निशांत टपक गया अपने परिवार के साथ।
‎-क्या? ‎-तू कल ही आ।",‎अरे! ____ बेटी सरकी हुई है क्या आंटी?,‎अरे! आपकी बेटी सरकी हुई है क्या आंटी?,आपकी
IndicDialogue,Ginny Weds Sunny,1956951114,1270,"‎-क्या? ‎-तू कल ही आ।
‎अरे! आपकी बेटी सरकी हुई है क्या आंटी?
‎सुबह मुझे बुलाती है, शाम को कैंसल करके ‎रात को उसको बुला लिया है घर पे।
‎क्या, शादी कर रही है या खेल खेल रही है?
‎अरे बेटा, इतना नाराज़ नहीं होते।",‎____ कल आ रहा है ना?,‎तू कल आ रहा है ना?,तू
IndicDialogue,Ginny Weds Sunny,1956951114,1278,"‎बेटा अभी मुझे जाना है, चल रख अभी। चल बाय।
‎हैलो?
‎हैलो?
‎हमारा जी रोहतक में ना ट्रांसपोर्ट का बिजनेस है।
‎अच्छा।","‎बेटा जी, ____ नहीं करना रोहतक में बिज़नेस?","‎बेटा जी, आपने नहीं करना रोहतक में बिज़नेस?",आपने
IndicDialogue,Ginny Weds Sunny,1956951114,1299,"‎मैं देखती हूँ।
‎माफ़ कीजिये।
‎आंटी बहुत अच्छा है।
‎खाओ ना फिर।
‎-सन्नी? ‎-गुड इवनिंग प्रिंसेस सिमरन।",‎कैसी हैं ____?,‎कैसी हैं आप?,आप
IndicDialogue,Ginny Weds Sunny,1956951114,1300,"‎माफ़ कीजिये।
‎आंटी बहुत अच्छा है।
‎खाओ ना फिर।
‎-सन्नी? ‎-गुड इवनिंग प्रिंसेस सिमरन।
‎कैसी हैं आप?","‎गिन्नी, ____ कुछ सलाह लेनी थी।","‎गिन्नी, तुझसे कुछ सलाह लेनी थी।",तुझसे
IndicDialogue,Ginny Weds Sunny,1956951114,1310,"‎मामला थोड़ा संजीदा है।
‎नहीं गिन्नी, बोलने दे।
‎मैं भी मदद कर देता हूँ।
‎वैसे हम लोग औपचारिक तौर से मिले नहीं है। ‎मैं निशांत राठी।
‎और मैं सतनाम सेठी।","‎और ____ तो मुझे जितनी जल्दी जान ले ‎उतना अच्छा होगा, तेरे लिए।","‎और तू तो मुझे जितनी जल्दी जान ले ‎उतना अच्छा होगा, तेरे लिए।",तू
IndicDialogue,Ginny Weds Sunny,1956951114,1311,"‎नहीं गिन्नी, बोलने दे।
‎मैं भी मदद कर देता हूँ।
‎वैसे हम लोग औपचारिक तौर से मिले नहीं है। ‎मैं निशांत राठी।
‎और मैं सतनाम सेठी।
‎और तू तो मुझे जितनी जल्दी जान ले ‎उतना अच्छा होगा, तेरे लिए।","‎सन्नी, अभी ____ घर जा। कल आराम से बात करते हैं।","‎सन्नी, अभी तू घर जा। कल आराम से बात करते हैं।",तू
IndicDialogue,Ginny Weds Sunny,1956951114,1332,"‎तो फिर क्या कर रहा है ये?
‎ऐसे बिन बुलाये घर आ गया। क्या तरीका है ये?
‎गिन्नी, बेइज़्ज़ती ना कर।
‎सवेरे तूने ही बुलाया था इसको।
‎ये निशांत और उसका परिवार बिन बुलाये हैं। मैं नहीं।","‎-सन्नी, अब ____ हद पार... ‎-ये सब क्या हो रहा है निशांत?","‎-सन्नी, अब तू हद पार... ‎-ये सब क्या हो रहा है निशांत?",तू
IndicDialogue,Ginny Weds Sunny,1956951114,1334,"‎गिन्नी, बेइज़्ज़ती ना कर।
‎सवेरे तूने ही बुलाया था इसको।
‎ये निशांत और उसका परिवार बिन बुलाये हैं। मैं नहीं।
‎-सन्नी, अब तू हद पार... ‎-ये सब क्या हो रहा है निशांत?
‎भाई साहब वो...","‎____ ना ज़रा गाड़ी में जाकर इंतज़ार करो, पापा।","‎आप ना ज़रा गाड़ी में जाकर इंतज़ार करो, पापा।",आप
