source,movie,subtitle_id,line_index,context,masked_line,gold_line,gold_pronoun
IndicDialogue,Firaaq,1955642299,2253,"बदलें, यदि आप चाहते हैं
शांत रखकर, आप जो रक्षा कर रहे हैं?",मैं या ____? - परमेश्वर! रहने भी दो,मैं या आप? - परमेश्वर! रहने भी दो,आप
IndicDialogue,Firaaq,1955642299,2254,"शांत रखकर, आप जो रक्षा कर रहे हैं?
मैं या आप? - परमेश्वर! रहने भी दो",यह ____ के लिए आसान है। यह अपने घर वे जला नहीं है,यह आप के लिए आसान है। यह अपने घर वे जला नहीं है,आप
IndicDialogue,Firaaq,1955642299,2255,"मैं या आप? - परमेश्वर! रहने भी दो
यह आप के लिए आसान है। यह अपने घर वे जला नहीं है","____ अब भी उस के बारे में जलने लगा है, क्या?","तुम अब भी उस के बारे में जलने लगा है, क्या?",तुम
IndicDialogue,Firaaq,1955642299,2256,"यह आप के लिए आसान है। यह अपने घर वे जला नहीं है
तुम अब भी उस के बारे में जलने लगा है, क्या?","सच्चाई यह है कि ____ वहाँ थे बताओ। मैं हनीफ से नहीं कहेंगे, मैं कसम खाता हूँ","सच्चाई यह है कि आप वहाँ थे बताओ। मैं हनीफ से नहीं कहेंगे, मैं कसम खाता हूँ",आप
IndicDialogue,Firaaq,1955642299,2259,"मेरे पेंडेंट ...
मेरे पेंडेंट ...",क्या? ____ क्या कहा?,क्या? आपने क्या कहा?,आपने
IndicDialogue,Firaaq,1955642299,2262,"सोने पेंडेंट
मेरी दादी ने मुझे दिया। मैं इसे कहीं गिरा",तो यह ____ मेरे घर में था?,तो यह आप मेरे घर में था?,आप
IndicDialogue,Firaaq,1955642299,2264,"तो यह आप मेरे घर में था?
हनीफ अपने पेंडेंट पाया",तो ____ यह सब देखा,तो तुम यह सब देखा,तुम
IndicDialogue,Firaaq,1955642299,2265,"हनीफ अपने पेंडेंट पाया
तो तुम यह सब देखा",____ यह कैसे कर सकता है?,आप यह कैसे कर सकता है?,आप
IndicDialogue,Firaaq,1955642299,2266,"तो तुम यह सब देखा
आप यह कैसे कर सकता है?",मेहुल ____ के लिए मजबूर किया था?,मेहुल आप के लिए मजबूर किया था?,आप
IndicDialogue,Firaaq,1955642299,2268,"मेहुल आप के लिए मजबूर किया था?
क्या?",मुझे बताओ। ____ मेरी रसोई या तुम्हारा से मिट्टी का तेल लाने किया?,मुझे बताओ। तुम मेरी रसोई या तुम्हारा से मिट्टी का तेल लाने किया?,तुम
IndicDialogue,Firaaq,1955642299,2271,"सभी हमने पाया एक गोली था
वह बहुत बड़े","मैं ____ कह रहा हूँ, यह फिट करेंगे","मैं तुमसे कह रहा हूँ, यह फिट करेंगे",तुमसे
IndicDialogue,Firaaq,1955642299,2272,"वह बहुत बड़े
मैं तुमसे कह रहा हूँ, यह फिट करेंगे",____ सही थे,तुम सही थे,तुम
IndicDialogue,Firaaq,1955642299,2273,"मैं तुमसे कह रहा हूँ, यह फिट करेंगे
तुम सही थे",अब ____ इस पिस्तौल के साथ क्या करेंगे?,अब आप इस पिस्तौल के साथ क्या करेंगे?,आप
IndicDialogue,Firaaq,1955642299,2279,"या क्या इसके बारे में बचा है
क्या हुआ अगर एक भीड़ अपने घर अपने छोटी लड़की लेने के लिए आता है?",तो फिर ____ क्या करेंगे? - मैं उन सभी को मार देंगे,तो फिर तुम क्या करेंगे? - मैं उन सभी को मार देंगे,तुम
IndicDialogue,Firaaq,1955642299,2281,"तो फिर तुम क्या करेंगे? - मैं उन सभी को मार देंगे
कैसे?",यही कारण है कि एक गोली ____ मेहुल पर व्यर्थ है |,यही कारण है कि एक गोली आप मेहुल पर व्यर्थ है |,आप
IndicDialogue,Firaaq,1955642299,2284,"वाम मोर्चे के किसी को भी वास्तव में पिस्तौल की जरूरत है, यह मैं हूँ
तुमने देखा कैसे पुलिस बर्ताव करता है",लेकिन वे अपने घर जला नहीं - ____ पता है मैं एक गर्भवती पत्नी है,लेकिन वे अपने घर जला नहीं - तुम्हें पता है मैं एक गर्भवती पत्नी है,तुम्हें
IndicDialogue,Firaaq,1955642299,2287,"रुकिए। मैं कुंजी लाया, बुलेट फिट
तो मैं पहले का अधिकार है",यह मेरा विचार एक हथियार मिल गया था। ____ सभी क्या किया?,यह मेरा विचार एक हथियार मिल गया था। आप सभी क्या किया?,आप
IndicDialogue,Firaaq,1955642299,2288,"तो मैं पहले का अधिकार है
यह मेरा विचार एक हथियार मिल गया था। आप सभी क्या किया?",और ____?,और आप?,आप
IndicDialogue,Firaaq,1955642299,2293,"मुझसे पूछें कि क्या यह डर हो रहा है
वाम मोर्चे के किसी को भी पिस्तौल के हकदार नहीं है, यह मैं हूँ",यह समय मैं ____ जानता हूं से आप के बारे में हमेशा,यह समय मैं तुम्हें जानता हूं से आप के बारे में हमेशा,तुम्हें
IndicDialogue,Firaaq,1955642299,2295,"यह समय मैं तुम्हें जानता हूं से आप के बारे में हमेशा
यह हमेशा मैं हूँ, मुझे, मेरे","चुप रहो, तो ____ उसके जैसे सामना करना पड़ा नहीं किया है","चुप रहो, तो आप उसके जैसे सामना करना पड़ा नहीं किया है",आप
IndicDialogue,Firaaq,1955642299,2296,"यह हमेशा मैं हूँ, मुझे, मेरे
चुप रहो, तो आप उसके जैसे सामना करना पड़ा नहीं किया है",क्या ____ जानते हैं कि मैं कितना नुकसान उठाना पड़ा गए हैं?,क्या आप जानते हैं कि मैं कितना नुकसान उठाना पड़ा गए हैं?,आप
IndicDialogue,Firaaq,1955642299,2299,"क्योंकि मेरे हाथ मृतकों की गंध नहीं है ...
मतलब यह नहीं है कि मैं का सामना करना पड़ा नहीं किया है","चाबियाँ ____ यूसुफ चाचा के साथ थे, नहीं","चाबियाँ आप यूसुफ चाचा के साथ थे, नहीं",आप
IndicDialogue,Firaaq,1955642299,2301,"चाबियाँ आप यूसुफ चाचा के साथ थे, नहीं
वाम मोर्चे मैं वहाँ था, वह यह मेरे लिए दे दिया है चाहते हैं",____ बस उसे एक मुर्गी- pecked पति कहा जाता है!,तुम बस उसे एक मुर्गी- pecked पति कहा जाता है!,तुम
IndicDialogue,Firaaq,1955642299,2302,"वाम मोर्चे मैं वहाँ था, वह यह मेरे लिए दे दिया है चाहते हैं
तुम बस उसे एक मुर्गी- pecked पति कहा जाता है!",मैं ऐसा किया? - ____ कम नहीं कर रहे हैं?,मैं ऐसा किया? - आप कम नहीं कर रहे हैं?,आप
IndicDialogue,Firaaq,1955642299,2304,"मैं ऐसा किया? - आप कम नहीं कर रहे हैं?
मतलब? - हम जो अपने घर में पैंट पहनता है पता","वास्तव में, ____ पिस्तौल ले जा सकते हैं, Muneera पचास गोलियों की तरह है!","वास्तव में, आप पिस्तौल ले जा सकते हैं, Muneera पचास गोलियों की तरह है!",आप
IndicDialogue,Firaaq,1955642299,2311,"वह क्या कह रही है?
वह कह रहा है कि वह पुलिस को संभाल लेंगे",तो उसे जाने दो - ____ पागल हो क्या?,तो उसे जाने दो - तुम पागल हो क्या?,तुम
IndicDialogue,Firaaq,1955642299,2317,"ध्यान रखें - चलो जाना
हनीफ, मैं घोघा पीछे नहीं छोड़ सकते","रुकिए! - नहीं, ____ जाओ","रुकिए! - नहीं, तुम जाओ",तुम
IndicDialogue,Firaaq,1955642299,2328,"चलिए चलते हैं
मैं उसे इस तरह नहीं छोड़ सकते - कुछ भी नहीं है उसे का क्या होगा",क्या ____ पागल हो? वह एक बच्चा है,क्या तुम पागल हो? वह एक बच्चा है,तुम
IndicDialogue,Firaaq,1955642299,2337,"कृपया उसे छोड़, वह मेरा भाई है। वह मासूम है
भागो!","बंद करो, ____ कमीने","बंद करो, तुम कमीने",तुम
IndicDialogue,Firaaq,1955642299,2338,"भागो!
बंद करो, तुम कमीने","____ मुसलमान, रोक","तुम मुसलमान, रोक",तुम
IndicDialogue,Firaaq,1955642299,2345,"इस तरफ
अभी भी समय है",____ इतनी जल्दी क्यों उठ गए?,तुम इतनी जल्दी क्यों उठ गए?,तुम
IndicDialogue,Firaaq,1955642299,2352,"मेरा डर के साथ पैक किया
तो हिलाने की बात क्या है?",____ क्या अर्थ है?,आपका क्या अर्थ है?,आपका
IndicDialogue,Firaaq,1955642299,2353,"तो हिलाने की बात क्या है?
आपका क्या अर्थ है?",बस क्या ____ ने कहा,बस क्या आप ने कहा,आप
IndicDialogue,Kick,1956166888,2,"हम एक घंटे में एक संभावित दूल्हे को पूरा करने के लिए जा रहे हैं
बहन, मैं पिता से कहा कि आप अब शादी में कोई दिलचस्पी नहीं कर रहे हैं।","लेकिन जब तक ____ शादी, मैं शादी नहीं कर सकती, तुम्हें पता है","लेकिन जब तक आप शादी, मैं शादी नहीं कर सकती, तुम्हें पता है",आप
IndicDialogue,Kick,1956166888,5,"भारत से जाना जाता है लोगों को, दूल्हा अच्छे आदमी और सुंदर है
हम शादी करने के लिए उसे सिर्फ उससे मिलने के लिए कह नहीं कर रहे हैं, बस इतना ही।","____ उसे अस्वीकार करते हैं, एक दूसरे से मिल जाए we'II","आप उसे अस्वीकार करते हैं, एक दूसरे से मिल जाए we'II",आप
IndicDialogue,Kick,1956166888,7,"आप उसे अस्वीकार करते हैं, एक दूसरे से मिल जाए we'II
लेकिन मैं उसकी तरह यकीन है कि you'II हूँ","मैं ____ बता सकता है इस के बाद आप अपने योग अभ्यास खत्म,","मैं आपको बता सकता है इस के बाद आप अपने योग अभ्यास खत्म,",आपको
IndicDialogue,Kick,1956166888,8,"लेकिन मैं उसकी तरह यकीन है कि you'II हूँ
मैं आपको बता सकता है इस के बाद आप अपने योग अभ्यास खत्म,",लेकिन क्या ____ मुझे समय तो देना नहीं है,लेकिन क्या आप मुझे समय तो देना नहीं है,आप
IndicDialogue,Kick,1956166888,9,"मैं आपको बता सकता है इस के बाद आप अपने योग अभ्यास खत्म,
लेकिन क्या आप मुझे समय तो देना नहीं है",यह उनकी तस्वीर है। ____ अपने योग के साथ पर ले जाने के,यह उनकी तस्वीर है। आप अपने योग के साथ पर ले जाने के,आप
IndicDialogue,Kick,1956166888,10,"लेकिन क्या आप मुझे समय तो देना नहीं है
यह उनकी तस्वीर है। आप अपने योग के साथ पर ले जाने के","पहली बार एक संभावित दुल्हन को पूरा करने के लिए व्यवस्था की है मैं, ____ उसे पसंद करना चाहिए, बस इतना ही","पहली बार एक संभावित दुल्हन को पूरा करने के लिए व्यवस्था की है मैं, आप उसे पसंद करना चाहिए, बस इतना ही",आप
IndicDialogue,Kick,1956166888,13,"मैं मलेशिया अपने यातना सहन करने में असमर्थ के लिए आया था।
मैं | मैं उससे मिलना और तय","____ यहाँ आए हैं, यही कारण है कि मैं तुम्हें फिर से कह रहा हूँ है","आप यहाँ आए हैं, यही कारण है कि मैं तुम्हें फिर से कह रहा हूँ है",आप
IndicDialogue,Kick,1956166888,14,"मैं | मैं उससे मिलना और तय
आप यहाँ आए हैं, यही कारण है कि मैं तुम्हें फिर से कह रहा हूँ है",मैं ____ बारे में अच्छी तरह जानते हैं,मैं तुम्हारे बारे में अच्छी तरह जानते हैं,तुम्हारे
IndicDialogue,Kick,1956166888,15,"आप यहाँ आए हैं, यही कारण है कि मैं तुम्हें फिर से कह रहा हूँ है
मैं तुम्हारे बारे में अच्छी तरह जानते हैं",सभी अन्य लोगों की तरह मैं यह नहीं होगा क्योंकि वह अमीर है ____ उससे शादी करना होगा,सभी अन्य लोगों की तरह मैं यह नहीं होगा क्योंकि वह अमीर है आप उससे शादी करना होगा,आप
IndicDialogue,Kick,1956166888,16,"मैं तुम्हारे बारे में अच्छी तरह जानते हैं
सभी अन्य लोगों की तरह मैं यह नहीं होगा क्योंकि वह अमीर है आप उससे शादी करना होगा","उससे शादी, ____ | मैं ठीक हो","उससे शादी, तुम | मैं ठीक हो",तुम
IndicDialogue,Kick,1956166888,17,"सभी अन्य लोगों की तरह मैं यह नहीं होगा क्योंकि वह अमीर है आप उससे शादी करना होगा
उससे शादी, तुम | मैं ठीक हो","____ कोई कहना है, मैं मलेशिया टावरों से नीचे कूदने के लिए खतरा नहीं होगा","आप कोई कहना है, मैं मलेशिया टावरों से नीचे कूदने के लिए खतरा नहीं होगा",आप
IndicDialogue,Kick,1956166888,22,"हमारे माता-पिता ऐसा करने के लिए ब्लैकमेल किया।
वास्तव में इस के लिए बेहतर है","पूरे परिवार हमें देख के साथ घर पर ____ बैठक, यह शर्मनाक है","पूरे परिवार हमें देख के साथ घर पर आप बैठक, यह शर्मनाक है",आप
IndicDialogue,Kick,1956166888,28,"मैं भी!
लेकिन मेरे पिताजी को स्वीकार नहीं करेगा वह भव्य शादी पसंद करती है।",____ नाम क्या हे?,तुम्हारा नाम क्या हे?,तुम्हारा
IndicDialogue,Kick,1956166888,30,"तुम्हारा नाम क्या हे?
वास्तव में, मैं इस बैठक पसंद नहीं है",यही कारण है कि मैं ____ नाम भी पता करने के लिए नहीं मिला है।,यही कारण है कि मैं आपके नाम भी पता करने के लिए नहीं मिला है।,आपके
IndicDialogue,Kick,1956166888,32,"यही कारण है कि मैं आपके नाम भी पता करने के लिए नहीं मिला है।
वैसे भी मैं आया था, अब यह ठीक है","सब कुछ अच्छा है, तो ____ मेरे लिये अपना नाम बदल सकते हैं?","सब कुछ अच्छा है, तो आप मेरे लिये अपना नाम बदल सकते हैं?",आप
IndicDialogue,Kick,1956166888,39,"उन्होंने अपने पूर्व बॉय फ्रेंड है
मैं उससे मिली",____ माँ को पता है कि आप भाग गए,तुम्हारी माँ को पता है कि आप भाग गए,तुम्हारी
IndicDialogue,Kick,1956166888,47,"उन्होंने कहा कि मेरे प्रेमी है!
वह अपने प्रेमी है?",क्या ____ जानते हैं वह मेरे लिए चौदह बार कटौती करते हैं? - क्या?,क्या आप जानते हैं वह मेरे लिए चौदह बार कटौती करते हैं? - क्या?,आप
IndicDialogue,Kick,1956166888,58,"वहाँ एक पहाड़ी यहाँ और उस पहाड़ी पर एक मंदिर है, you'Il कि मंदिर में शादी
वह योजना है। एक सुपर फ्लॉप योजना","आजम, अगर ____ का पालन के रूप में वे कहती हैं","आजम, अगर आप का पालन के रूप में वे कहती हैं",आप
IndicDialogue,Kick,1956166888,64,"आजम, भविष्य में कटौती करने के लिए कुछ भी नहीं के साथ छोड़ दिया जाएगा
उसकी माँ उसे टुकड़ों में काट और उसे हलीम के रूप में खा जाएगा।",____ कौन हो?,तुम कौन हो?,तुम
IndicDialogue,Kick,1956166888,69,"मै देख सकता हुँ
केवल,, स्मार्ट कार्य करने के लिए सही कोशिश मत करो एक दोस्त की तरह हो?",ऐसा नहीं She'II लेकिन कृपया मुझे बताओ अगर ____ किसी भी योजना है।,ऐसा नहीं She'II लेकिन कृपया मुझे बताओ अगर आप किसी भी योजना है।,आप
IndicDialogue,Kick,1956166888,79,"आप नागार्जुन चक्र के बारे में बताया?
यह पंजागुट्टा मंडली के आगे स्थित, ठीक है?",____ चेक पोस्ट के पास पेट्रोल चारपाई के बारे में बताया?,आप चेक पोस्ट के पास पेट्रोल चारपाई के बारे में बताया?,आप
IndicDialogue,Kick,1956166888,80,"यह पंजागुट्टा मंडली के आगे स्थित, ठीक है?
आप चेक पोस्ट के पास पेट्रोल चारपाई के बारे में बताया?",____ धोखा दे रहे हो। आपकी शादी हो? - नहीं,तुम धोखा दे रहे हो। आपकी शादी हो? - नहीं,तुम
IndicDialogue,Kick,1956166888,81,"आप चेक पोस्ट के पास पेट्रोल चारपाई के बारे में बताया?
तुम धोखा दे रहे हो। आपकी शादी हो? - नहीं",____ शादी नहीं कर रहे हैं लेकिन एक शादी की व्यवस्था?,आप शादी नहीं कर रहे हैं लेकिन एक शादी की व्यवस्था?,आप
IndicDialogue,Kick,1956166888,82,"तुम धोखा दे रहे हो। आपकी शादी हो? - नहीं
आप शादी नहीं कर रहे हैं लेकिन एक शादी की व्यवस्था?",क्या ____ शादीशुदा हो? - दो बार!,क्या तुम शादीशुदा हो? - दो बार!,तुम
IndicDialogue,Kick,1956166888,83,"आप शादी नहीं कर रहे हैं लेकिन एक शादी की व्यवस्था?
क्या तुम शादीशुदा हो? - दो बार!",उन्होंने मुझे आपत्ति की तरह ____ अब किया मैं उन्हें टुकड़ों में काट।,उन्होंने मुझे आपत्ति की तरह तुम अब किया मैं उन्हें टुकड़ों में काट।,तुम
IndicDialogue,Kick,1956166888,85,"उन्होंने मुझे आपत्ति की तरह तुम अब किया मैं उन्हें टुकड़ों में काट।
चलो, चलो चलते हैं - बंद करो!",अब शादी करने के लिए कौन जा रहे हैं? ____ दोनों या हम?,अब शादी करने के लिए कौन जा रहे हैं? आप दोनों या हम?,आप
IndicDialogue,Kick,1956166888,86,"चलो, चलो चलते हैं - बंद करो!
अब शादी करने के लिए कौन जा रहे हैं? आप दोनों या हम?",____ क्यों शादी सजावट में पहना है?,तुम क्यों शादी सजावट में पहना है?,तुम
IndicDialogue,Kick,1956166888,87,"अब शादी करने के लिए कौन जा रहे हैं? आप दोनों या हम?
तुम क्यों शादी सजावट में पहना है?",मैं अपने सबसे अच्छे आदमी हूँ। वह ____ को चलाने के लिए जानते हैं दुल्हन की सहेली है?,मैं अपने सबसे अच्छे आदमी हूँ। वह आप को चलाने के लिए जानते हैं दुल्हन की सहेली है?,आप
IndicDialogue,Kick,1956166888,88,"तुम क्यों शादी सजावट में पहना है?
मैं अपने सबसे अच्छे आदमी हूँ। वह आप को चलाने के लिए जानते हैं दुल्हन की सहेली है?",के रूप में यदि ____ एक शादी में भाग लेने के कर रहे हैं क्यों आप एक साड़ी पहने हुए हैं?,के रूप में यदि आप एक शादी में भाग लेने के कर रहे हैं क्यों आप एक साड़ी पहने हुए हैं?,आप
IndicDialogue,Kick,1956166888,103,"उन्हें बताओ जल्दी आने के लिए या फिर वे हनीमून भी खत्म हो सकता है।
नहीं! | '|| मार डालो","संपर्क में रहें, मैं | मैं ____ उनकी गतिविधियों को सूचित","संपर्क में रहें, मैं | मैं तुम्हें उनकी गतिविधियों को सूचित",तुम्हें
IndicDialogue,Kick,1956166888,105,"संपर्क में रहें, मैं | मैं तुम्हें उनकी गतिविधियों को सूचित
वह मेरी सबसे अच्छी दोस्त है, इसे गंभीरता से नहीं लेते हैं तो कृपया",____ खूनी!,आप खूनी!,आप
IndicDialogue,Kick,1956166888,106,"वह मेरी सबसे अच्छी दोस्त है, इसे गंभीरता से नहीं लेते हैं तो कृपया
आप खूनी!",क्या ____ यहाँ हो? - ग्रेट समय की पाबंदी!,क्या तुम यहाँ हो? - ग्रेट समय की पाबंदी!,तुम
IndicDialogue,Kick,1956166888,110,"आजम, you'l | फिर से कटौती मेरी बात सुनो और भागने प्राप्त करें!
भागो भागो भागो","____ नहीं चल सकता, यही कारण है कि आप नीचे रोल करने की जरूरत है? भागो!","आप नहीं चल सकता, यही कारण है कि आप नीचे रोल करने की जरूरत है? भागो!",आप
IndicDialogue,Kick,1956166888,111,"भागो भागो भागो
आप नहीं चल सकता, यही कारण है कि आप नीचे रोल करने की जरूरत है? भागो!",भागो ... चलाने ... ____ क्यों मेरे पीछे छोड़ रहे हैं?,भागो ... चलाने ... तुम क्यों मेरे पीछे छोड़ रहे हैं?,तुम
IndicDialogue,Kick,1956166888,113,"भागो ... चलाने ... तुम क्यों मेरे पीछे छोड़ रहे हैं?
भागो ... चलाने ... मेरे दोस्त चलाने","____ अंधेरे में बहुत अच्छी लग रही - बढ़िया, आपका खूनी!","आप अंधेरे में बहुत अच्छी लग रही - बढ़िया, आपका खूनी!",आप
IndicDialogue,Kick,1956166888,114,"भागो ... चलाने ... मेरे दोस्त चलाने
आप अंधेरे में बहुत अच्छी लग रही - बढ़िया, आपका खूनी!",____ हमें क्यों रोक रहे हो? क्यों तुम उसे लाने किया?,आप हमें क्यों रोक रहे हो? क्यों तुम उसे लाने किया?,आप
IndicDialogue,Kick,1956166888,116,"आप हमें क्यों रोक रहे हो? क्यों तुम उसे लाने किया?
अब लड़ने मत करो ... वे आगे बढ़ रहे हैं, तेजी से चलाने के",क्यों ____ उस तरफ जा रहे हैं? इस तरफ आओ।,क्यों आप उस तरफ जा रहे हैं? इस तरफ आओ।,आप
IndicDialogue,Kick,1956166888,117,"अब लड़ने मत करो ... वे आगे बढ़ रहे हैं, तेजी से चलाने के
क्यों आप उस तरफ जा रहे हैं? इस तरफ आओ।","कोई रास्ता नहीं है, तो ____ आजम आती हैं - अरे तुम ...","कोई रास्ता नहीं है, तो आप आजम आती हैं - अरे तुम ...",आप
IndicDialogue,Kick,1956166888,118,"क्यों आप उस तरफ जा रहे हैं? इस तरफ आओ।
कोई रास्ता नहीं है, तो आप आजम आती हैं - अरे तुम ...","लड़के! वे इस तरफ चला गया, ____ जाओ","लड़के! वे इस तरफ चला गया, तुम जाओ",तुम
IndicDialogue,Kick,1956166888,120,"लड़के! वे इस तरफ चला गया, तुम जाओ
उन लोगों के साथ पकड़ा गया - यह उसका विचार था।","उसे बताओ कि, ____ मूर्ख!","उसे बताओ कि, आप मूर्ख!",आप
IndicDialogue,Kick,1956166888,121,"उन लोगों के साथ पकड़ा गया - यह उसका विचार था।
उसे बताओ कि, आप मूर्ख!",अल्लाह महान! ____ जो भी कहते हैं कि सच आ रहा है,अल्लाह महान! आप जो भी कहते हैं कि सच आ रहा है,आप
IndicDialogue,Kick,1956166888,129,"इस शुभ धागा क्या है? - | 'द्वितीय यह, रुको मिलता है।
यह तेजी से प्राप्त करें। जल्दी आओ",____ बेवकूफ! आप यहाँ क्या कर रहे हैं जब वे वहाँ से शादी कर रहे हैं?,तुम बेवकूफ! आप यहाँ क्या कर रहे हैं जब वे वहाँ से शादी कर रहे हैं?,तुम
IndicDialogue,Kick,1956166888,130,"यह तेजी से प्राप्त करें। जल्दी आओ
तुम बेवकूफ! आप यहाँ क्या कर रहे हैं जब वे वहाँ से शादी कर रहे हैं?","____ यहाँ क्या कर रहे हैं, चाची? चलो ऊपर चलते हैं।","तुम यहाँ क्या कर रहे हैं, चाची? चलो ऊपर चलते हैं।",तुम
IndicDialogue,Kick,1956166888,137,"I'II टाई। मेरे गले में टाई
रुकें!",____ शादी के बारे में जानकारी दी और फिर इसे yourself. हाँ का आयोजन किया।,आप शादी के बारे में जानकारी दी और फिर इसे yourself. हाँ का आयोजन किया।,आप
IndicDialogue,Kick,1956166888,138,"रुकें!
आप शादी के बारे में जानकारी दी और फिर इसे yourself. हाँ का आयोजन किया।",____ मेरी शादी के बारे में जानकारी दिया है?,आप मेरी शादी के बारे में जानकारी दिया है?,आप
IndicDialogue,Kick,1956166888,141,"क्यूं कर? लात के लिए!
खूनी लात!","हाँ, ____ शादी करने के लिए यहाँ आने के लिए है क्या ज़रूरत है?","हाँ, आप शादी करने के लिए यहाँ आने के लिए है क्या ज़रूरत है?",आप
IndicDialogue,Kick,1956166888,142,"खूनी लात!
हाँ, आप शादी करने के लिए यहाँ आने के लिए है क्या ज़रूरत है?",____ अपने कमरे में एक भगवान की तस्वीर सामने खड़े माला नहीं बदल सकते हैं?,आप अपने कमरे में एक भगवान की तस्वीर सामने खड़े माला नहीं बदल सकते हैं?,आप
IndicDialogue,Kick,1956166888,143,"हाँ, आप शादी करने के लिए यहाँ आने के लिए है क्या ज़रूरत है?
आप अपने कमरे में एक भगवान की तस्वीर सामने खड़े माला नहीं बदल सकते हैं?","भविष्य में अगर कोई पूछता है, कैसे ____ शादी की थी? it'sa बड़ी खबर!","भविष्य में अगर कोई पूछता है, कैसे तुमसे शादी की थी? it'sa बड़ी खबर!",तुमसे
IndicDialogue,Kick,1956166888,147,"जब आप इस तरह बताओ, तुम्हें वर्णन करने के लिए के लिए कैसे रोमांचकारी it'II हो सकता है और दूसरों को सुनने के लिए।
कैसे सुस्त शादी वहाँ telI.- करने के लिए कोई कहानी है, तो क्या तुम पागल हो क्या होगा?","हम wouId've खो जीवन हम पकड़ा गया था, ____ जानते हैं?","हम wouId've खो जीवन हम पकड़ा गया था, आप जानते हैं?",आप
IndicDialogue,Kick,1956166888,148,"कैसे सुस्त शादी वहाँ telI.- करने के लिए कोई कहानी है, तो क्या तुम पागल हो क्या होगा?
हम wouId've खो जीवन हम पकड़ा गया था, आप जानते हैं?",बेवकूफ जीवन! कौन परवाह करता है अगर हम इसे खोना! ____ रोमांच की लात अक्सर नहीं मिलेगा। चुप रहो!,बेवकूफ जीवन! कौन परवाह करता है अगर हम इसे खोना! आप रोमांच की लात अक्सर नहीं मिलेगा। चुप रहो!,आप
IndicDialogue,Kick,1956166888,149,"हम wouId've खो जीवन हम पकड़ा गया था, आप जानते हैं?
बेवकूफ जीवन! कौन परवाह करता है अगर हम इसे खोना! आप रोमांच की लात अक्सर नहीं मिलेगा। चुप रहो!",____ अपने लात के लिए खतरे में हमारे जीवन डाल देगा?,आप अपने लात के लिए खतरे में हमारे जीवन डाल देगा?,आप
IndicDialogue,Kick,1956166888,150,"बेवकूफ जीवन! कौन परवाह करता है अगर हम इसे खोना! आप रोमांच की लात अक्सर नहीं मिलेगा। चुप रहो!
आप अपने लात के लिए खतरे में हमारे जीवन डाल देगा?","मुझे परवाह नहीं है ____ यह सब, भाई क्यों किया था,","मुझे परवाह नहीं है आप यह सब, भाई क्यों किया था,",आप
IndicDialogue,Kick,1956166888,152,"मुझे परवाह नहीं है आप यह सब, भाई क्यों किया था,
मैं अपनी माँ की उपस्थिति में शादी करने नहीं के लिए दुखी था,",लेकिन ____ हमें उसकी उपस्थिति में शादी मिल गया।,लेकिन आप हमें उसकी उपस्थिति में शादी मिल गया।,आप
IndicDialogue,Kick,1956166888,155,"यह मेरे लिए एक अच्छा किक दे रही है!
हे भगवान अपने सारे जीवन किक के साथ आशीर्वाद दे!","मैं एक विधायक हूँ, ____ मुझे एक पागल कुत्ते की तरह सड़कों पर चलने बनाया है,","मैं एक विधायक हूँ, तुम मुझे एक पागल कुत्ते की तरह सड़कों पर चलने बनाया है,",तुम
IndicDialogue,Kick,1956166888,156,"हे भगवान अपने सारे जीवन किक के साथ आशीर्वाद दे!
मैं एक विधायक हूँ, तुम मुझे एक पागल कुत्ते की तरह सड़कों पर चलने बनाया है,","मैं | मैं ____, नहीं निकाल | 'l | आप गिर बनाने के लिए और अपने पैरों पर भीख माँगती हूँ।","मैं | मैं तुम्हें, नहीं निकाल | 'l | आप गिर बनाने के लिए और अपने पैरों पर भीख माँगती हूँ।",तुम्हें
IndicDialogue,Kick,1956166888,160,"आप मेरे या मेरे लोगों के प्रति बारी करने की हिम्मत है, तो
पानी कृष्णा नदी it'II में प्रवाहित नहीं होगा होना आपके रक्त।",____ इस संवाद आशा करते थे?,आप इस संवाद आशा करते थे?,आप
IndicDialogue,Kick,1956166888,180,"उसे बख्शते, वे मुझे काम करने के लिए ले लिया
उनके पिता ने उसे पूल से बाहर खींचने के बाद पूछा",कैसे ____ ट्यूब खो दिया?,कैसे आप ट्यूब खो दिया?,आप
IndicDialogue,Kick,1956166888,195,"कुछ लोग कहते हैं वह अलग है!
लेकिन जहाँ तक मुझे पता है, वह एक मूर्ख और एक बेवकूफ है!","देखो, कैसे ____ उसके बारे में सुन हैरान हो गया।","देखो, कैसे आप उसके बारे में सुन हैरान हो गया।",आप
IndicDialogue,Kick,1956166888,201,"मेरी बहन की खातिर
यह आदमी...?!","वह पागल आदमी है, कैसे ____ उसके साथ प्यार में गिर सकता है?","वह पागल आदमी है, कैसे तुम उसके साथ प्यार में गिर सकता है?",तुम
IndicDialogue,Kick,1956166888,204,"उसको कहा मिले?
मैं उसे दूर से देखा था और उसके साथ प्यार हो गया।",____ मुझे रकना चाहिए। वरना I'II अपने आप को मार डालते हैं।,आपको मुझे रकना चाहिए। वरना I'II अपने आप को मार डालते हैं।,आपको
